"","Sample Id","treatment","Plant","Operator","Analysis Date Time","ImageFileName","ImageAcqDeviceAndSoftwareInfo DateTimeModified","AnalysedRegionArea(cm2)","AnalysedRegionWidth(cm)","AnalysedRegionHeight(cm)","Left Top Right Bottom  NExclusions","DevOrder Criteria","ImgType CalibMeth TPU Units PxSizeH PxSizeV [CalFile]","PxClassif","Filters","Fractal PxMin PxMax","SoilVol(m3)","Length(cm)","LengthTen(cm)","ProjArea(cm2)","ProjAreaTen(cm2)/RatioLeafToRootArea","SurfArea(cm2)","SurfAreaTen(cm2)","AvgDiam(mm)","AvgDiamTen(mm)","LenPerVol(cm/m3)","LenPerVolTen(cm/m3)","RootVolume(cm3)","FractalDimension","FractalDeviation","Tips","Forks","Crossings","NofLinks","NLinksIL","NLinksEE","NLinksEEL","NLinksEI","NLinksII","LengthLinksIL","LengthLinksEE","LengthLinksEEL","LengthLinksEI","LengthLinksII","Altitude","ExternalPathLength","LinkAvgLength(cm)","LinkAvgProjArea(cm2)","LinkAvgSurfArea(cm2)","LinkAvgDiam(mm)","LinkAvgBrAngle(deg)","NofNodules","LeafArea","...53","NAxis","Main NAxis","Main TotLength","Lateral NAxis","Lateral TotLength","Tertiary NAxis","Tertiary TotLength","NSeedlings/Seedling#","NumberOfClasses","ClassBoundaries","LenTotHistoClasses","0<.L.<=0.5000000","0.5000000<.L.<=1.0000000","1.0000000<.L.<=1.5000000","1.5000000<.L.<=2.0000000","2.0000000<.L.<=2.5000000","2.5000000<.L.<=3.0000000","3.0000000<.L.<=3.5000000","3.5000000<.L.<=4.0000000","4.0000000<.L.<=4.5000000",".L.>4.5000000","SATotHistoClasses","0<.SA.<=0.5000000","0.5000000<.SA.<=1.0000000","1.0000000<.SA.<=1.5000000","1.5000000<.SA.<=2.0000000","2.0000000<.SA.<=2.5000000","2.5000000<.SA.<=3.0000000","3.0000000<.SA.<=3.5000000","3.5000000<.SA.<=4.0000000","4.0000000<.SA.<=4.5000000",".SA.>4.5000000","PATotHistoClasses","0<.PA.<=0.5000000","0.5000000<.PA.<=1.0000000","1.0000000<.PA.<=1.5000000","1.5000000<.PA.<=2.0000000","2.0000000<.PA.<=2.5000000","2.5000000<.PA.<=3.0000000","3.0000000<.PA.<=3.5000000","3.5000000<.PA.<=4.0000000","4.0000000<.PA.<=4.5000000",".PA.>4.5000000","VolTotHistoClasses","0<.V.<=0.5000000","0.5000000<.V.<=1.0000000","1.0000000<.V.<=1.5000000","1.5000000<.V.<=2.0000000","2.0000000<.V.<=2.5000000","2.5000000<.V.<=3.0000000","3.0000000<.V.<=3.5000000","3.5000000<.V.<=4.0000000","4.0000000<.V.<=4.5000000",".V.>4.5000000","0<.T.<=0.5000000","0.5000000<.T.<=1.0000000","1.0000000<.T.<=1.5000000","1.5000000<.T.<=2.0000000","2.0000000<.T.<=2.5000000","2.5000000<.T.<=3.0000000","3.0000000<.T.<=3.5000000","3.5000000<.T.<=4.0000000","4.0000000<.T.<=4.5000000",".T.>4.5000000","GrpName...118","Background","GrpName...120","Root","GrpName...122","NotUsed"
"62","PH505_5part1","PH505",5,"Davide","1722850624","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-142","Smooth Off Area Off LWRatio Off","Off",0.006,1811.4736,0,67.2224,0,211.1854,0,0.3711,0,301912.2584,0,1.959,0,0,3900,4774,728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1811.4021,1500.2412,244.0376,48.4163,15.2016,2.779,0.4255,0.0786,0.1229,0.0994,0,192.9938,113.0586,50.8149,18.4157,8.036,1.9508,0.3591,0.0746,0.1532,0.1309,0,61.4318,35.9877,16.1749,5.8619,2.5579,0.6209,0.1143,0.0237,0.0488,0.0417,0,2.7536,0.8077,0.8738,0.5642,0.3399,0.1094,0.0242,0.0056,0.0152,0.0137,0,3820,61,13,2,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"63","PH505_5part2","PH505",5,"Davide","1722851127","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-142","Smooth Off Area Off LWRatio Off","Off",0.006,2051.4752,0,61.6951,0,193.8207,0,0.3007,0,341912.5254,0,1.457,0,0,7806,6089,1033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2051.0182,1914.1545,100.3263,17.0912,7.9485,3.467,1.619,0.4354,0.0405,0,5.9357,176.1502,126.2522,21.2656,6.4687,4.4042,2.423,1.372,0.4245,0.0467,0,13.4933,56.0703,40.1873,6.7691,2.0591,1.4019,0.7713,0.4367,0.1351,0.0149,0,4.295,4.3539,0.7901,0.373,0.1976,0.1959,0.1355,0.0926,0.033,0.0043,0,2.5319,7692,96,11,3,2,0,0,0,0,2,NA,NA,NA,NA,NA,NA
"64","PH505_6part1","PH505",6,"Davide","1722851791","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-139","Smooth Off Area Off LWRatio Off","Off",0.006,1573.7594,0,83.3199,0,261.7571,0,0.5294,0,262293.2395,0,3.465,0,0,4428,5529,452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1573.485,1135.4964,313.2922,70.24,25.3409,6.1074,5.9741,2.6015,0.8004,0.7915,12.8407,238.9808,92.7237,66.8496,26.286,13.3718,4.3111,5.0638,2.6216,0.9376,1.0314,25.7843,76.07,29.5149,21.2789,8.3671,4.2564,1.3723,1.6118,0.8345,0.2984,0.3283,8.2074,8.5506,0.7221,1.1793,0.7933,0.5646,0.2433,0.3427,0.2106,0.0875,0.1071,4.3001,4309,94,13,6,3,1,1,0,0,1,NA,NA,NA,NA,NA,NA
"65","PH505_6part2","PH505",6,"Davide","1722857174","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-137","Smooth Off Area Off LWRatio Off","Off",0.006,3133.665,0,91.7283,0,288.1731,0,0.2927,0,522277.4966,0,2.109,0,0,12139,12439,2031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",3132.9137,2929.5039,161.5692,25.3344,6.3259,1.0102,0.1747,1.8013,6.237,0.9433,0.0137,261.8719,204.8178,32.9972,9.2985,3.3743,0.6851,0.1442,1.9597,7.3449,1.2305,0.0198,83.3564,65.1955,10.5033,2.9598,1.0741,0.2181,0.0459,0.6238,2.3379,0.3917,0.0063,3.3543,1.3438,0.5559,0.2751,0.1442,0.037,0.0095,0.1697,0.689,0.1278,0.0023,11972,139,18,7,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA
"66","PH505_7part1","PH505",7,"Davide","1722857875","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-142","Smooth Off Area Off LWRatio Off","Off",0.006,2217.7143,0,80.0937,0,251.6218,0,0.3612,0,369619.0564,0,2.272,0,0,6409,6190,878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2217.3399,1934.5882,229.3648,42.0196,9.9286,1.0786,0.1163,0.2437,0,0,0,231.1258,161.9,46.7483,16.1931,5.1818,0.7665,0.0952,0.241,0,0,0,73.5696,51.5344,14.8804,5.1544,1.6494,0.244,0.0303,0.0767,0,0,0,2.8087,1.2352,0.7862,0.5024,0.2162,0.0435,0.0062,0.019,0,0,0,6295,91,15,7,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"67","PH505_7part2","PH505",7,"Davide","1722858382","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-140","Smooth Off Area Off LWRatio Off","Off",0.006,2432.265,0,90.2444,0,283.5112,0,0.371,0,405377.4936,0,2.63,0,0,7906,7734,1122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2432.0621,2165.0004,209.5087,29.7107,9.9349,3.9126,1.4827,1.3646,1.0478,1.0843,9.0154,259.7742,175.3,43.127,11.1303,5.3556,2.7028,1.2456,1.3719,1.2144,1.4407,16.886,82.6887,55.7997,13.7278,3.5429,1.7047,0.8603,0.3965,0.4367,0.3866,0.4586,5.375,5.8031,1.3005,0.7348,0.3364,0.2313,0.1492,0.0834,0.11,0.112,0.1524,2.5931,7777,113,13,0,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA
"68","PH518_1part1","PH518",1,"Davide","14/05/2024 16:50:25","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-138","Smooth Off Area Off LWRatio Off","Off",0.006,2750.1707,0,163.8748,0,514.8279,0,0.5959,0,458361.7868,0,7.669,0,0,5633,26679,3162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2749.572,1788.7701,694.2159,150.6299,50.8653,23.9471,16.8087,8.0791,4.9823,2.7397,8.534,468.2408,163.5715,149.7749,56.0046,27.4338,16.7981,14.4873,8.2524,5.807,3.6136,22.4976,149.0457,52.0664,47.6748,17.8268,8.7324,5.347,4.6115,2.6268,1.8484,1.1502,7.1612,15.5523,1.431,2.6764,1.6789,1.186,0.9412,0.9967,0.6721,0.5394,0.3796,5.0509,5379,205,39,6,1,2,1,0,0,0,NA,NA,NA,NA,NA,NA
"69","PH518_1part2","PH518",1,"Davide","14/05/2024 16:58:34","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-136","Smooth Off Area Off LWRatio Off","Off",0.006,2258.0002,0,128.2097,0,402.7827,0,0.5678,0,376333.373,0,5.718,0,0,3376,9846,784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2257.6353,1513.4471,536.7295,129.033,42.5854,17.5455,7.3215,4.1547,3.0375,1.3878,2.3933,366.7159,147.6921,115.1778,48.6477,23.0058,12.1861,6.2388,4.1683,3.5371,1.8434,4.2187,116.7293,47.0118,36.6622,15.485,7.323,3.8789,1.9859,1.3268,1.1259,0.5868,1.3429,8.3783,1.2808,2.0464,1.4801,0.9958,0.6765,0.424,0.3334,0.3284,0.1951,0.6178,3172,157,33,9,2,2,0,1,0,0,NA,NA,NA,NA,NA,NA
"70","PH518_2part1","PH518",2,"Davide","14/05/2024 17:06:34","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-140","Smooth Off Area Off LWRatio Off","Off",0.006,3355.3068,0,164.1814,0,515.7911,0,0.4893,0,559217.7921,0,6.31,0,0,5161,14403,1631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",3354.7931,2548.9643,619.8181,108.6329,38.9932,15.7948,8.2144,6.2311,2.3277,1.0664,4.7504,464.4524,228.0925,131.3093,40.8168,21.0389,11.0703,6.984,6.2137,2.7098,1.4146,14.8025,147.8398,72.6041,41.7971,12.9924,6.6969,3.5238,2.2231,1.9779,0.8626,0.4503,4.7118,12.0355,1.8551,2.2983,1.238,0.9094,0.6201,0.474,0.4937,0.2514,0.1495,3.746,5029,110,15,1,1,1,0,1,1,2,NA,NA,NA,NA,NA,NA
"71","PH518_2part2","PH518",2,"Davide","14/05/2024 17:25:15","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-137","Smooth Off Area Off LWRatio Off","Off",0.006,3413.2981,0,165.0235,0,518.4368,0,0.4835,0,568883.0106,0,6.266,0,0,6301,13351,1594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",3412.4693,2545.2694,661.544,125.2409,43.4153,15.7915,14.3696,5.3956,1.3584,0.0845,0,477.1923,235.7882,140.5736,46.9534,23.3209,11.148,12.299,5.4092,1.583,0.1171,0,151.895,75.0537,44.746,14.9457,7.4233,3.5485,3.9149,1.7218,0.5039,0.0373,0,8.927,1.9737,2.4684,1.4198,1.0031,0.6291,0.8407,0.4322,0.147,0.0129,0,6067,192,27,8,4,2,1,0,0,0,NA,NA,NA,NA,NA,NA
"72","PH518_3part1","PH518",3,"Davide","15/05/2024 09:58:18","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-140","Smooth Off Area Off LWRatio Off","Off",0.006,2791.595,0,85.3322,0,268.0789,0,0.3057,0,465265.8252,0,2.049,0,0,6862,10466,1754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2790.9544,2537.7658,215.4188,29.7656,5.6206,1.6008,0.6707,0.0937,0.0183,0,0,243.3883,182.5552,45.039,10.9977,2.994,1.1035,0.5823,0.0951,0.0214,0,0,77.4729,58.1091,14.3364,3.5007,0.953,0.3513,0.1853,0.0303,0.0068,0,0,2.5955,1.2523,0.7774,0.327,0.1278,0.0608,0.0404,0.0077,0.002,0,0,6754,93,13,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"73","PH518_3part2","PH518",3,"Davide","15/05/2024 10:06:51","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-141","Smooth Off Area Off LWRatio Off","Off",0.006,1539.8491,0,59.2274,0,186.0684,0,0.3846,0,256641.5178,0,1.789,0,0,3888,5021,638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1539.4497,1338.3308,149.6669,23.4566,9.4227,4.6411,2.3846,2.0167,1.7417,1.5262,6.2624,169.2347,99.1157,31.2176,8.8743,5.0135,3.2153,2.0319,2.0294,1.9976,1.9868,13.7528,53.8691,31.5495,9.9369,2.8248,1.5958,1.0235,0.6468,0.646,0.6358,0.6324,4.3777,5.0942,0.6969,0.5383,0.2707,0.2135,0.178,0.1381,0.1629,0.1825,0.2059,2.5076,3802,73,10,2,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
"74","PH518_4part1","PH518",4,"Davide","15/05/2024 10:21:41","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-142","Smooth Off Area Off LWRatio Off","Off",0.006,2861.8722,0,102.7643,0,322.8434,0,0.3591,0,476978.6979,0,2.898,0,0,4514,9972,1739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2861.23,2529.8917,268.3147,32.7346,14.0154,6.5049,1.9104,2.0241,0.6382,0.3163,4.8797,290.115,193.819,54.7442,12.3509,7.5412,4.5888,1.6001,2.1072,0.7339,0.4051,12.2244,92.3465,61.6945,17.4256,3.9314,2.4005,1.4607,0.5093,0.6708,0.2336,0.129,3.8912,6.1461,1.3786,0.9203,0.3755,0.3249,0.2588,0.1069,0.1747,0.0673,0.0413,2.4979,4444,55,9,4,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA
"75","PH518_4part2","PH518",4,"Davide","15/05/2024 10:33:19","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-137","Smooth Off Area Off LWRatio Off","Off",0.006,3753.5942,0,140.1832,0,440.3985,0,0.3735,0,625599.0369,0,4.112,0,0,8594,13011,2212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",3752.6887,3127.305,499.9115,80.9986,36.7475,6.1653,1.5609,0,0,0,0,405.6975,244.9186,105.3312,30.1868,19.7137,4.2471,1.3001,0,0,0,0,129.1375,77.96,33.5279,9.6087,6.2751,1.3519,0.4138,0,0,0,0,5.7086,1.7976,1.8359,0.9084,0.8466,0.2338,0.0863,0,0,0,0,8436,131,24,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"76","PH518_5","PH518",5,"Davide","15/05/2024 10:45:44","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-139","Smooth Off Area Off LWRatio Off","Off",0.006,2927.9382,0,102.7229,0,322.7134,0,0.3508,0,487989.7051,0,2.83,0,0,7848,10054,1530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2927.4983,2559.4669,308.4614,37.6635,9.2246,3.3023,2.8013,0.3452,0.0268,0.439,5.7673,291.4787,190.1157,65.0435,13.9994,4.9862,2.2628,2.3957,0.35,0.0328,0.6156,11.6768,92.7805,60.5157,20.704,4.4562,1.5871,0.7203,0.7626,0.1114,0.0104,0.196,3.7168,5.4427,1.3425,1.134,0.4197,0.216,0.1237,0.1636,0.0283,0.0032,0.0687,1.943,7711,121,12,2,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA
"77","PH518_6part1","PH518",6,"Davide","15/05/2024 11:03:46","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-141","Smooth Off Area Off LWRatio Off","Off",0.006,3133.9792,0,108.6302,0,341.2719,0,0.3466,0,522329.8684,0,2.957,0,0,5961,9885,1807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",3133.737,2794.5923,259.7677,42.4176,9.1969,7.5989,9.8168,2.8135,0.42,1.3156,5.7977,309.7413,200.5406,54.6218,15.892,4.905,5.353,8.4715,2.8119,0.4726,1.763,14.9099,98.5937,63.8341,17.3867,5.0586,1.5613,1.7039,2.6966,0.8951,0.1504,0.5612,4.746,7.4404,1.3423,0.95,0.4801,0.2093,0.301,0.5833,0.224,0.0423,0.1882,3.1199,5898,49,6,2,2,2,1,0,0,1,NA,NA,NA,NA,NA,NA
"78","PH518_6part2","PH518",6,"Davide","15/05/2024 11:14:26","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-140","Smooth Off Area Off LWRatio Off","Off",0.006,2909.3585,0,90.341,0,283.8147,0,0.3105,0,484893.0888,0,2.203,0,0,8271,8836,1679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2908.8816,2625.5441,230.2093,36.6611,13.4522,2.793,0.2219,0,0,0,0,260.0344,189.6424,47.0717,14.0868,7.1866,1.8616,0.1852,0,0,0,0,82.7715,60.3651,14.9834,4.484,2.2876,0.5926,0.059,0,0,0,0,2.9331,1.2861,0.7917,0.4365,0.3075,0.099,0.0123,0,0,0,0,8162,102,5,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"79","PH518_7","PH518",7,"Davide","15/05/2024 11:46:58","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-139","Smooth Off Area Off LWRatio Off","Off",0.006,3132.5335,0,128.7297,0,404.4162,0,0.4109,0,522088.9136,0,4.155,0,0,8354,11297,1451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",3131.763,2522.9603,484.1625,70.5662,27.1313,14.5046,4.8727,1.491,0.6456,1.3311,4.0977,365.4305,195.7205,100.745,26.4957,14.7352,10.1469,4.2397,1.5229,0.7578,1.7635,9.3033,116.3201,62.2998,32.0681,8.4338,4.6904,3.2299,1.3495,0.4848,0.2412,0.5613,2.9613,7.5041,1.4523,1.7313,0.8032,0.6411,0.5673,0.2943,0.124,0.0709,0.186,1.6336,8157,164,22,3,3,3,1,0,0,1,NA,NA,NA,NA,NA,NA
"80","PH521_1part1","PH521",1,"Davide","15/05/2024 12:09:51","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-140","Smooth Off Area Off LWRatio Off","Off",0.006,2297.5225,0,109.1936,0,343.0419,0,0.4753,0,382920.4201,0,4.076,0,0,4938,7845,899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2297.1397,1758.4939,412.2939,82.9013,20.5186,9.7547,3.3975,2.2186,1.2707,0.8991,5.3915,314.2074,156.2362,87.3883,30.8654,11.1416,6.7883,2.8956,2.2812,1.4845,1.2066,13.9197,100.0153,49.7315,27.8166,9.8248,3.5465,2.1608,0.9217,0.7261,0.4725,0.3841,4.4308,8.159,1.2649,1.5301,0.9256,0.4852,0.3776,0.1969,0.1871,0.1382,0.1289,2.9245,4793,125,12,2,3,0,0,1,0,2,NA,NA,NA,NA,NA,NA
